2018-04-24 09:25:00,0.11599999999999942
2018-04-24 09:30:00,0.1159999999999994
2018-04-24 09:35:00,0.11599999999999935
2018-04-24 09:40:00,0.11599999999999938
2018-04-24 09:45:00,0.11599999999999942
2018-04-24 09:50:00,0.1159999999999994
2018-04-24 09:55:00,0.11599999999999935
2018-04-24 10:00:00,0.11599999999999938
2018-04-24 10:05:00,0.11599999999999942
2018-04-24 10:10:00,0.1159999999999994
2018-04-24 10:15:00,0.11599999999999935
2018-04-24 10:20:00,0.11599999999999938
2018-04-24 10:25:00,0.11599999999999942
2018-04-24 10:30:00,0.1159999999999994
2018-04-24 10:35:00,0.11599999999999935
2018-04-24 10:40:00,0.11599999999999938
2018-04-24 10:45:00,0.11599999999999942
2018-04-24 10:50:00,0.1159999999999994
2018-04-24 10:55:00,0.11599999999999935
2018-04-24 11:00:00,0.11599999999999938
2018-04-24 11:05:00,0.11599999999999942
2018-04-24 11:10:00,0.1159999999999994
2018-04-24 11:15:00,0.11599999999999935
2018-04-24 11:20:00,0.11599999999999938
2018-04-24 11:25:00,0.11599999999999942
2018-04-24 11:30:00,0.1159999999999994
2018-04-24 11:35:00,0.11599999999999935
2018-04-24 11:40:00,0.11599999999999938
2018-04-24 11:45:00,0.11599999999999942
2018-04-24 11:50:00,0.1159999999999994
2018-04-24 11:55:00,0.11599999999999935
2018-04-24 12:00:00,0.11599999999999938
2018-04-24 12:05:00,0.11599999999999942
2018-04-24 12:10:00,0.1159999999999994
2018-04-24 12:15:00,0.11599999999999935
2018-04-24 12:20:00,0.11599999999999938
2018-04-24 12:25:00,0.11599999999999942
2018-04-24 12:30:00,0.1159999999999994
2018-04-24 12:35:00,0.11599999999999935
2018-04-24 12:40:00,0.11599999999999938
2018-04-24 12:45:00,0.11599999999999942
2018-04-24 12:50:00,0.1159999999999994
2018-04-24 12:55:00,0.11599999999999935
2018-04-24 13:00:00,0.11599999999999938
2018-04-24 13:05:00,0.11599999999999942
2018-04-24 13:10:00,0.1159999999999994
2018-04-24 13:15:00,0.11599999999999935
2018-04-24 13:20:00,0.11599999999999938
2018-04-24 13:25:00,0.11599999999999942
2018-04-24 13:30:00,0.1159999999999994
2018-04-24 13:35:00,0.11599999999999935
2018-04-24 13:40:00,0.11599999999999938
2018-04-24 13:45:00,0.11599999999999942
2018-04-24 13:50:00,0.1159999999999994
2018-04-24 13:55:00,0.11599999999999935
2018-04-24 14:00:00,0.11599999999999938
2018-04-24 14:05:00,0.11599999999999942
2018-04-24 14:10:00,0.1159999999999994
2018-04-24 14:15:00,0.11599999999999935
2018-04-24 14:20:00,0.11599999999999938
2018-04-24 14:25:00,0.11599999999999942
2018-04-24 14:30:00,0.1159999999999994
2018-04-24 14:35:00,0.11599999999999935
2018-04-24 14:40:00,0.11599999999999938
2018-04-24 14:45:00,0.11599999999999942
2018-04-24 14:50:00,0.1159999999999994
2018-04-24 14:55:00,0.11599999999999935
2018-04-24 15:00:00,0.11599999999999938
2018-04-24 15:05:00,0.11599999999999942
2018-04-24 15:10:00,0.1159999999999994
2018-04-24 15:15:00,0.11599999999999935
2018-04-24 15:20:00,0.11599999999999938
2018-04-24 15:25:00,0.11599999999999942
2018-04-24 15:30:00,0.1159999999999994
2018-04-24 15:35:00,0.11599999999999935
2018-04-24 15:40:00,0.11599999999999938
2018-04-24 15:45:00,0.11599999999999942
2018-04-24 15:50:00,0.1159999999999994
2018-04-24 15:55:00,0.11599999999985527
2018-04-24 16:00:00,0.11599251279705605
2018-04-24 16:05:00,0.11549999999985595
2018-04-24 16:10:00,0.11500000000000007
2018-04-24 16:15:00,0.1144999999999993
2018-04-24 16:20:00,0.1139999999999994
2018-04-24 16:25:00,0.11350000000000016
2018-04-24 16:30:00,0.11299999999999988
2018-04-24 16:35:00,0.11249999999999924
2018-04-24 16:40:00,0.11200000000000004
2018-04-24 16:45:00,0.1115000000000003
2018-04-24 16:50:00,0.11099999999999932
2018-04-24 16:55:00,0.110499999999591
2018-04-24 17:00:00,0.10997878625832716
2018-04-24 17:05:00,0.10808333333292544
2018-04-24 17:10:00,0.10616666666666624
2018-04-24 17:15:00,0.10424999999999976
2018-04-24 17:20:00,0.10233333333333304
2018-04-24 17:25:00,0.10041666666666643
2018-04-24 17:30:00,0.0984999999999998
2018-04-24 17:35:00,0.09658333333333324
2018-04-24 17:40:00,0.09466666666666644
2018-04-24 17:45:00,0.09275000000000007
2018-04-24 17:50:00,0.0908333333333332
2018-04-24 17:55:00,0.08891666666688244
2018-04-24 18:00:00,0.08701123080441499
2018-04-24 18:05:00,0.08583333333354949
2018-04-24 18:10:00,0.0846666666666667
2018-04-24 18:15:00,0.08349999999999996
2018-04-24 18:20:00,0.08233333333333333
2018-04-24 18:25:00,0.08116666666666654
2018-04-24 18:30:00,0.07999999999999995
2018-04-24 18:35:00,0.07883333333333342
2018-04-24 18:40:00,0.07766666666666651
2018-04-24 18:45:00,0.07649999999999975
2018-04-24 18:50:00,0.07533333333333339
2018-04-24 18:55:00,0.07416666666645068
2018-04-24 19:00:00,0.07298876919558481
2018-04-24 19:05:00,0.07108333333311749
2018-04-24 19:10:00,0.0691666666666666
2018-04-24 19:15:00,0.0672499999999998
2018-04-24 19:20:00,0.0653333333333333
2018-04-24 19:25:00,0.0634166666666667
2018-04-24 19:30:00,0.061499999999999826
2018-04-24 19:35:00,0.05958333333333325
2018-04-24 19:40:00,0.0576666666666666
2018-04-24 19:45:00,0.05574999999999993
2018-04-24 19:50:00,0.0538333333333333
2018-04-24 19:55:00,0.05191666666721858
2018-04-24 20:00:00,0.050028700944616235
2018-04-24 20:05:00,0.050000000000551735
2018-04-24 20:10:00,0.04999999999999969
2018-04-24 20:15:00,0.0499999999999997
2018-04-24 20:20:00,0.04999999999999972
2018-04-24 20:25:00,0.049999999999999725
2018-04-24 20:30:00,0.04999999999999969
2018-04-24 20:35:00,0.0499999999999997
2018-04-24 20:40:00,0.04999999999999972
2018-04-24 20:45:00,0.049999999999999725
2018-04-24 20:50:00,0.04999999999999969
2018-04-24 20:55:00,0.0499999999999997
2018-04-24 21:00:00,0.04999999999999972
2018-04-24 21:05:00,0.049999999999999725
2018-04-24 21:10:00,0.04999999999999969
2018-04-24 21:15:00,0.0499999999999997
2018-04-24 21:20:00,0.04999999999999972
2018-04-24 21:25:00,0.049999999999999725
2018-04-24 21:30:00,0.04999999999999969
2018-04-24 21:35:00,0.0499999999999997
2018-04-24 21:40:00,0.04999999999999972
2018-04-24 21:45:00,0.049999999999999725
2018-04-24 21:50:00,0.04999999999999969
2018-04-24 21:55:00,0.0499999999999997
2018-04-24 22:00:00,0.04999999999999972
2018-04-24 22:05:00,0.049999999999999725
2018-04-24 22:10:00,0.04999999999999969
2018-04-24 22:15:00,0.0499999999999997
2018-04-24 22:20:00,0.04999999999999972
2018-04-24 22:25:00,0.049999999999999725
2018-04-24 22:30:00,0.04999999999999969
2018-04-24 22:35:00,0.0499999999999997
2018-04-24 22:40:00,0.04999999999999972
2018-04-24 22:45:00,0.049999999999999725
2018-04-24 22:50:00,0.04999999999999969
2018-04-24 22:55:00,0.0499999999999997
2018-04-24 23:00:00,0.04999999999999972
2018-04-24 23:05:00,0.049999999999999725
2018-04-24 23:10:00,0.04999999999999969
2018-04-24 23:15:00,0.0499999999999997
2018-04-24 23:20:00,0.04999999999999972
2018-04-24 23:25:00,0.049999999999999725
2018-04-24 23:30:00,0.04999999999999969
2018-04-24 23:35:00,0.0499999999999997
2018-04-24 23:40:00,0.04999999999999972
2018-04-24 23:45:00,0.049999999999999725
2018-04-24 23:50:00,0.04999999999999969
2018-04-24 23:55:00,0.049999999999975814
2018-04-25 00:00:00,0.049998752132842536
2018-04-25 00:05:00,0.049916666666642434
2018-04-25 00:10:00,0.049833333333333264
2018-04-25 00:15:00,0.04974999999999995
2018-04-25 00:20:00,0.04966666666666668
2018-04-25 00:25:00,0.049583333333333236
2018-04-25 00:30:00,0.04949999999999987
2018-04-25 00:35:00,0.04941666666666676
2018-04-25 00:40:00,0.049333333333333285
2018-04-25 00:45:00,0.04924999999999978
2018-04-25 00:50:00,0.04916666666666632
2018-04-25 00:55:00,0.049083333333357
2018-04-25 01:00:00,0.04900124786715706
2018-04-25 01:05:00,0.049000000000023976
2018-04-25 01:10:00,0.04899999999999992
2018-04-25 01:15:00,0.04899999999999992
2018-04-25 01:20:00,0.04899999999999992
2018-04-25 01:25:00,0.04899999999999992
2018-04-25 01:30:00,0.04899999999999992
2018-04-25 01:35:00,0.04899999999999992
2018-04-25 01:40:00,0.04899999999999992
2018-04-25 01:45:00,0.04899999999999992
2018-04-25 01:50:00,0.04899999999999992
2018-04-25 01:55:00,0.04899999999997603
2018-04-25 02:00:00,0.04899875213284278
2018-04-25 02:05:00,0.0489166666666424
2018-04-25 02:10:00,0.048833333333333465
2018-04-25 02:15:00,0.04875000000000007
2018-04-25 02:20:00,0.04866666666666665
2018-04-25 02:25:00,0.048583333333333256
2018-04-25 02:30:00,0.048500000000000064
2018-04-25 02:35:00,0.04841666666666654
2018-04-25 02:40:00,0.04833333333333314
2018-04-25 02:45:00,0.04824999999999965
2018-04-25 02:50:00,0.048166666666666566
2018-04-25 02:55:00,0.048083333333357424
2018-04-25 03:00:00,0.04800124786715705
2018-04-25 03:05:00,0.04800000000002359
2018-04-25 03:10:00,0.04799999999999959
2018-04-25 03:15:00,0.04799999999999959
2018-04-25 03:20:00,0.04799999999999959
2018-04-25 03:25:00,0.04799999999999959
2018-04-25 03:30:00,0.04799999999999959
2018-04-25 03:35:00,0.04799999999999959
2018-04-25 03:40:00,0.04799999999999959
2018-04-25 03:45:00,0.04799999999999959
2018-04-25 03:50:00,0.04799999999999959
2018-04-25 03:55:00,0.04799999999999959
2018-04-25 04:00:00,0.04799999999999959
2018-04-25 04:05:00,0.04799999999999959
2018-04-25 04:10:00,0.04799999999999959
2018-04-25 04:15:00,0.04799999999999959
2018-04-25 04:20:00,0.04799999999999959
2018-04-25 04:25:00,0.04799999999999959
2018-04-25 04:30:00,0.04799999999999959
2018-04-25 04:35:00,0.04799999999999959
2018-04-25 04:40:00,0.04799999999999959
2018-04-25 04:45:00,0.04799999999999959
2018-04-25 04:50:00,0.04799999999999959
2018-04-25 04:55:00,0.04799999999999959
2018-04-25 05:00:00,0.04799999999999959
2018-04-25 05:05:00,0.04799999999999959
2018-04-25 05:10:00,0.04799999999999959
2018-04-25 05:15:00,0.04799999999999959
2018-04-25 05:20:00,0.04799999999999959
2018-04-25 05:25:00,0.04799999999999959
2018-04-25 05:30:00,0.04799999999999959
2018-04-25 05:35:00,0.04799999999999959
2018-04-25 05:40:00,0.04799999999999959
2018-04-25 05:45:00,0.04799999999999959
2018-04-25 05:50:00,0.04799999999999959
2018-04-25 05:55:00,0.04799999999999959
2018-04-25 06:00:00,0.04799999999999959
2018-04-25 06:05:00,0.04799999999999959
2018-04-25 06:10:00,0.04799999999999959
2018-04-25 06:15:00,0.04799999999999959
2018-04-25 06:20:00,0.04799999999999959
2018-04-25 06:25:00,0.04799999999999959
2018-04-25 06:30:00,0.04799999999999959
2018-04-25 06:35:00,0.04799999999999959
2018-04-25 06:40:00,0.04799999999999959
2018-04-25 06:45:00,0.04799999999999959
2018-04-25 06:50:00,0.04799999999999959
2018-04-25 06:55:00,0.04799999999999959
2018-04-25 07:00:00,0.04799999999999959
2018-04-25 07:05:00,0.04799999999999959
2018-04-25 07:10:00,0.04799999999999959
2018-04-25 07:15:00,0.04799999999999959
2018-04-25 07:20:00,0.04799999999999959
2018-04-25 07:25:00,0.04799999999999959
2018-04-25 07:30:00,0.04799999999999959
2018-04-25 07:35:00,0.04799999999999959
2018-04-25 07:40:00,0.04799999999999959
2018-04-25 07:45:00,0.04799999999999959
2018-04-25 07:50:00,0.04799999999999959
2018-04-25 07:55:00,0.04799999999999959
2018-04-25 08:00:00,0.04799999999999959
2018-04-25 08:05:00,0.04799999999999959
2018-04-25 08:10:00,0.04799999999999959
2018-04-25 08:15:00,0.04799999999999959
2018-04-25 08:20:00,0.04799999999999959
2018-04-25 08:25:00,0.04799999999999959
2018-04-25 08:30:00,0.04799999999999959
2018-04-25 08:35:00,0.04799999999999959
2018-04-25 08:40:00,0.04799999999999959
2018-04-25 08:45:00,0.04799999999999959
2018-04-25 08:50:00,0.04799999999999959
2018-04-25 08:55:00,0.04799999999999959
2018-04-25 09:00:00,0.04799999999999959
2018-04-25 09:05:00,0.04799999999999959
2018-04-25 09:10:00,0.04799999999999959
2018-04-25 09:15:00,0.04799999999999959
2018-04-25 09:20:00,0.04799999999999959
2018-04-25 09:25:00,0.04799999999999959
2018-04-25 09:30:00,0.04799999999999959
2018-04-25 09:35:00,0.04799999999999959
2018-04-25 09:40:00,0.04799999999999959
2018-04-25 09:45:00,0.04799999999999959
2018-04-25 09:50:00,0.04799999999999959
2018-04-25 09:55:00,0.04799999999999959
2018-04-25 10:00:00,0.04799999999999959
2018-04-25 10:05:00,0.04799999999999959
2018-04-25 10:10:00,0.04799999999999959
2018-04-25 10:15:00,0.04799999999999959
2018-04-25 10:20:00,0.04799999999999959
2018-04-25 10:25:00,0.04799999999999959
2018-04-25 10:30:00,0.04799999999999959
2018-04-25 10:35:00,0.04799999999999959
2018-04-25 10:40:00,0.04799999999999959
2018-04-25 10:45:00,0.04799999999999959
2018-04-25 10:50:00,0.04799999999999959
2018-04-25 10:55:00,0.04799999999999959
2018-04-25 11:00:00,0.04799999999999959
2018-04-25 11:05:00,0.04799999999999959
2018-04-25 11:10:00,0.04799999999999959
2018-04-25 11:15:00,0.04799999999999959
2018-04-25 11:20:00,0.04799999999999959
2018-04-25 11:25:00,0.04799999999999959
2018-04-25 11:30:00,0.04799999999999959
2018-04-25 11:35:00,0.04799999999999959
2018-04-25 11:40:00,0.04799999999999959
2018-04-25 11:45:00,0.04799999999999959
2018-04-25 11:50:00,0.04799999999999959
2018-04-25 11:55:00,0.04799999999999959
2018-04-25 12:00:00,0.04799999999999959
2018-04-25 12:05:00,0.04799999999999959
2018-04-25 12:10:00,0.04799999999999959
2018-04-25 12:15:00,0.04799999999999959
2018-04-25 12:20:00,0.04799999999999959
2018-04-25 12:25:00,0.04799999999999959
2018-04-25 12:30:00,0.04799999999999959
2018-04-25 12:35:00,0.04799999999999959
2018-04-25 12:40:00,0.04799999999999959
2018-04-25 12:45:00,0.04799999999999959
2018-04-25 12:50:00,0.04799999999999959
2018-04-25 12:55:00,0.04799999999999959
2018-04-25 13:00:00,0.04799999999999959
2018-04-25 13:05:00,0.04799999999999959
2018-04-25 13:10:00,0.04799999999999959
2018-04-25 13:15:00,0.04799999999999959
2018-04-25 13:20:00,0.04799999999999959
2018-04-25 13:25:00,0.04799999999999959
2018-04-25 13:30:00,0.04799999999999959
2018-04-25 13:35:00,0.04799999999999959
2018-04-25 13:40:00,0.04799999999999959
2018-04-25 13:45:00,0.04799999999999959
2018-04-25 13:50:00,0.04799999999999959
2018-04-25 13:55:00,0.04799999999999959
2018-04-25 14:00:00,0.04799999999999959
2018-04-25 14:05:00,0.04799999999999959
2018-04-25 14:10:00,0.04799999999999959
2018-04-25 14:15:00,0.04799999999999959
2018-04-25 14:20:00,0.04799999999999959
2018-04-25 14:25:00,0.04799999999999959
2018-04-25 14:30:00,0.04799999999999959
2018-04-25 14:35:00,0.04799999999999959
2018-04-25 14:40:00,0.04799999999999959
2018-04-25 14:45:00,0.04799999999999959
2018-04-25 14:50:00,0.04799999999999959
2018-04-25 14:55:00,0.04799999999999959
2018-04-25 15:00:00,0.04799999999999959
2018-04-25 15:05:00,0.04799999999999959
2018-04-25 15:10:00,0.04799999999999959
2018-04-25 15:15:00,0.04799999999999959
2018-04-25 15:20:00,0.04799999999999959
2018-04-25 15:25:00,0.04799999999999959
2018-04-25 15:30:00,0.04799999999999959
2018-04-25 15:35:00,0.04799999999999959
2018-04-25 15:40:00,0.04799999999999959
2018-04-25 15:45:00,0.04799999999999959
2018-04-25 15:50:00,0.04799999999999959
2018-04-25 15:55:00,0.04799999999999959
2018-04-25 16:00:00,0.04799999999999959
2018-04-25 16:05:00,0.04799999999999959
2018-04-25 16:10:00,0.04799999999999959
2018-04-25 16:15:00,0.04799999999999959
2018-04-25 16:20:00,0.04799999999999959
2018-04-25 16:25:00,0.04799999999999959
2018-04-25 16:30:00,0.04799999999999959
2018-04-25 16:35:00,0.04799999999999959
2018-04-25 16:40:00,0.04799999999999959
2018-04-25 16:45:00,0.04799999999999959
2018-04-25 16:50:00,0.04799999999999959
2018-04-25 16:55:00,0.04799999999999959
2018-04-25 17:00:00,0.04799999999999959
2018-04-25 17:05:00,0.04799999999999959
2018-04-25 17:10:00,0.04799999999999959
2018-04-25 17:15:00,0.04799999999999959
2018-04-25 17:20:00,0.04799999999999959
2018-04-25 17:25:00,0.04799999999999959
2018-04-25 17:30:00,0.04799999999999959
2018-04-25 17:35:00,0.04799999999999959
2018-04-25 17:40:00,0.04799999999999959
2018-04-25 17:45:00,0.04799999999999959
2018-04-25 17:50:00,0.04799999999999959
2018-04-25 17:55:00,0.04799999999999959
2018-04-25 18:00:00,0.04799999999999959
2018-04-25 18:05:00,0.04799999999999959
2018-04-25 18:10:00,0.04799999999999959
2018-04-25 18:15:00,0.04799999999999959
2018-04-25 18:20:00,0.04799999999999959
2018-04-25 18:25:00,0.04799999999999959
2018-04-25 18:30:00,0.04799999999999959
2018-04-25 18:35:00,0.04799999999999959
2018-04-25 18:40:00,0.04799999999999959
2018-04-25 18:45:00,0.04799999999999959
2018-04-25 18:50:00,0.04799999999999959
2018-04-25 18:55:00,0.04799999999999959
2018-04-25 19:00:00,0.04799999999999959
2018-04-25 19:05:00,0.04799999999999959
2018-04-25 19:10:00,0.04799999999999959
2018-04-25 19:15:00,0.04799999999999959
2018-04-25 19:20:00,0.04799999999999959
2018-04-25 19:25:00,0.04799999999999959
2018-04-25 19:30:00,0.04799999999999959
2018-04-25 19:35:00,0.04799999999999959
2018-04-25 19:40:00,0.04799999999999959
2018-04-25 19:45:00,0.04799999999999959
2018-04-25 19:50:00,0.04799999999999959
2018-04-25 19:55:00,0.04799999999999959
2018-04-25 20:00:00,0.04799999999999959
2018-04-25 20:05:00,0.04799999999999959
2018-04-25 20:10:00,0.04799999999999959
2018-04-25 20:15:00,0.04799999999999959
2018-04-25 20:20:00,0.04799999999999959
2018-04-25 20:25:00,0.04799999999999959
2018-04-25 20:30:00,0.04799999999999959
2018-04-25 20:35:00,0.04799999999999959
2018-04-25 20:40:00,0.04799999999999959
2018-04-25 20:45:00,0.04799999999999959
2018-04-25 20:50:00,0.04799999999999959
2018-04-25 20:55:00,0.04799999999999959
2018-04-25 21:00:00,0.04799999999999959
2018-04-25 21:05:00,0.04799999999999959
2018-04-25 21:10:00,0.04799999999999959
2018-04-25 21:15:00,0.04799999999999959
2018-04-25 21:20:00,0.04799999999999959
2018-04-25 21:25:00,0.04799999999999959
2018-04-25 21:30:00,0.04799999999999959
2018-04-25 21:35:00,0.04799999999999959
2018-04-25 21:40:00,0.04799999999999959
2018-04-25 21:45:00,0.04799999999999959
2018-04-25 21:50:00,0.04799999999999959
2018-04-25 21:55:00,0.04799999999999959
2018-04-25 22:00:00,0.04799999999999959
2018-04-25 22:05:00,0.04799999999999959
2018-04-25 22:10:00,0.04799999999999959
2018-04-25 22:15:00,0.04799999999999959
2018-04-25 22:20:00,0.04799999999999959
2018-04-25 22:25:00,0.04799999999999959
2018-04-25 22:30:00,0.04799999999999959
2018-04-25 22:35:00,0.04799999999999959
2018-04-25 22:40:00,0.04799999999999959
2018-04-25 22:45:00,0.04799999999999959
2018-04-25 22:50:00,0.04799999999999959
2018-04-25 22:55:00,0.04799999999999959
2018-04-25 23:00:00,0.04799999999999959
2018-04-25 23:05:00,0.04799999999999959
2018-04-25 23:10:00,0.04799999999999959
2018-04-25 23:15:00,0.04799999999999959
2018-04-25 23:20:00,0.04799999999999959
2018-04-25 23:25:00,0.04799999999999959
2018-04-25 23:30:00,0.04799999999999959
2018-04-25 23:35:00,0.04799999999999959
2018-04-25 23:40:00,0.04799999999999959
2018-04-25 23:45:00,0.04799999999999959
2018-04-25 23:50:00,0.04799999999999959
2018-04-25 23:55:00,0.04799999999999959
2018-04-26 00:00:00,0.04799999999999959
2018-04-26 00:05:00,0.04799999999999959
2018-04-26 00:10:00,0.04799999999999959
2018-04-26 00:15:00,0.04799999999999959
2018-04-26 00:20:00,0.04799999999999959
2018-04-26 00:25:00,0.04799999999999959
2018-04-26 00:30:00,0.04799999999999959
2018-04-26 00:35:00,0.04799999999999959
2018-04-26 00:40:00,0.04799999999999959
2018-04-26 00:45:00,0.04799999999999959
2018-04-26 00:50:00,0.04799999999999959
2018-04-26 00:55:00,0.04799999999999959
2018-04-26 01:00:00,0.04799999999999959
2018-04-26 01:05:00,0.04799999999999959
2018-04-26 01:10:00,0.04799999999999959
2018-04-26 01:15:00,0.04799999999999959
2018-04-26 01:20:00,0.04799999999999959
2018-04-26 01:25:00,0.04799999999999959
2018-04-26 01:30:00,0.04799999999999959
2018-04-26 01:35:00,0.04799999999999959
2018-04-26 01:40:00,0.04799999999999959
2018-04-26 01:45:00,0.04799999999999959
2018-04-26 01:50:00,0.04799999999999959
2018-04-26 01:55:00,0.04799999999999959
2018-04-26 02:00:00,0.04799999999999959
2018-04-26 02:05:00,0.04799999999999959
2018-04-26 02:10:00,0.04799999999999959
2018-04-26 02:15:00,0.04799999999999959
2018-04-26 02:20:00,0.04799999999999959
2018-04-26 02:25:00,0.04799999999999959
2018-04-26 02:30:00,0.04799999999999959
2018-04-26 02:35:00,0.04799999999999959
2018-04-26 02:40:00,0.04799999999999959
2018-04-26 02:45:00,0.04799999999999959
2018-04-26 02:50:00,0.04799999999999959
2018-04-26 02:55:00,0.04799999999999959
2018-04-26 03:00:00,0.04799999999999959
2018-04-26 03:05:00,0.04799999999999959
2018-04-26 03:10:00,0.04799999999999959
2018-04-26 03:15:00,0.04799999999999959
2018-04-26 03:20:00,0.04799999999999959
2018-04-26 03:25:00,0.04799999999999959
2018-04-26 03:30:00,0.04799999999999959
2018-04-26 03:35:00,0.04799999999999959
2018-04-26 03:40:00,0.04799999999999959
2018-04-26 03:45:00,0.04799999999999959
2018-04-26 03:50:00,0.04799999999999959
2018-04-26 03:55:00,0.04799999999999959
2018-04-26 04:00:00,0.04799999999999959
2018-04-26 04:05:00,0.04799999999999959
2018-04-26 04:10:00,0.04799999999999959
2018-04-26 04:15:00,0.04799999999999959
2018-04-26 04:20:00,0.04799999999999959
2018-04-26 04:25:00,0.04799999999999959
2018-04-26 04:30:00,0.04799999999999959
2018-04-26 04:35:00,0.04799999999999959
2018-04-26 04:40:00,0.04799999999999959
2018-04-26 04:45:00,0.04799999999999959
2018-04-26 04:50:00,0.04799999999999959
2018-04-26 04:55:00,0.04799999999999959
2018-04-26 05:00:00,0.04799999999999959
2018-04-26 05:05:00,0.04799999999999959
2018-04-26 05:10:00,0.04799999999999959
2018-04-26 05:15:00,0.04799999999999959
2018-04-26 05:20:00,0.04799999999999959
2018-04-26 05:25:00,0.04799999999999959
2018-04-26 05:30:00,0.04799999999999959
2018-04-26 05:35:00,0.04799999999999959
2018-04-26 05:40:00,0.04799999999999959
2018-04-26 05:45:00,0.04799999999999959
2018-04-26 05:50:00,0.04799999999999959
2018-04-26 05:55:00,0.04799999999999959
2018-04-26 06:00:00,0.04799999999999959
2018-04-26 06:05:00,0.04799999999999959
2018-04-26 06:10:00,0.04799999999999959
2018-04-26 06:15:00,0.04799999999999959
2018-04-26 06:20:00,0.04799999999999959
2018-04-26 06:25:00,0.04799999999999959
2018-04-26 06:30:00,0.04799999999999959
2018-04-26 06:35:00,0.04799999999999959
2018-04-26 06:40:00,0.04799999999999959
2018-04-26 06:45:00,0.04799999999999959
2018-04-26 06:50:00,0.04799999999999959
2018-04-26 06:55:00,0.04799999999999959
2018-04-26 07:00:00,0.04799999999999959
2018-04-26 07:05:00,0.04799999999999959
2018-04-26 07:10:00,0.04799999999999959
2018-04-26 07:15:00,0.04799999999999959
2018-04-26 07:20:00,0.04799999999999959
2018-04-26 07:25:00,0.04799999999999959
2018-04-26 07:30:00,0.04799999999999959
2018-04-26 07:35:00,0.04799999999999959
2018-04-26 07:40:00,0.04799999999999959
2018-04-26 07:45:00,0.04799999999999959
2018-04-26 07:50:00,0.04799999999999959
2018-04-26 07:55:00,0.04799999999999959
2018-04-26 08:00:00,0.04799999999999959
2018-04-26 08:05:00,0.04799999999999959
2018-04-26 08:10:00,0.04799999999999959
2018-04-26 08:15:00,0.04799999999999959
2018-04-26 08:20:00,0.04799999999999959
2018-04-26 08:25:00,0.04799999999999959
2018-04-26 08:30:00,0.04799999999999959
2018-04-26 08:35:00,0.04799999999999959
2018-04-26 08:40:00,0.04799999999999959
2018-04-26 08:45:00,0.04799999999999959
2018-04-26 08:50:00,0.04799999999999959
2018-04-26 08:55:00,0.04799999999999959
2018-04-26 09:00:00,0.04799999999999959
2018-04-26 09:05:00,0.04799999999999959
2018-04-26 09:10:00,0.04799999999999959
2018-04-26 09:15:00,0.04799999999999959
2018-04-26 09:20:00,0.04799999999999959
2018-04-26 09:25:00,0.04799999999999959
2018-04-26 09:30:00,0.04799999999999959
2018-04-26 09:35:00,0.04799999999999959
2018-04-26 09:40:00,0.04799999999999959
2018-04-26 09:45:00,0.04799999999999959
2018-04-26 09:50:00,0.04799999999999959
2018-04-26 09:55:00,0.04799999999999959
2018-04-26 10:00:00,0.04799999999999959
2018-04-26 10:05:00,0.04799999999999959
2018-04-26 10:10:00,0.04799999999999959
2018-04-26 10:15:00,0.04799999999999959
2018-04-26 10:20:00,0.04799999999999959
2018-04-26 10:25:00,0.04799999999999959
2018-04-26 10:30:00,0.04799999999999959
2018-04-26 10:35:00,0.04799999999999959
2018-04-26 10:40:00,0.04799999999999959
2018-04-26 10:45:00,0.04799999999999959
2018-04-26 10:50:00,0.04799999999999959
2018-04-26 10:55:00,0.04799999999999959
2018-04-26 11:00:00,0.04799999999999959
2018-04-26 11:05:00,0.04799999999999959
2018-04-26 11:10:00,0.04799999999999959
2018-04-26 11:15:00,0.04799999999999959
2018-04-26 11:20:00,0.04799999999999959
2018-04-26 11:25:00,0.04799999999999959
2018-04-26 11:30:00,0.04799999999999959
2018-04-26 11:35:00,0.04799999999999959
2018-04-26 11:40:00,0.04799999999999959
2018-04-26 11:45:00,0.04799999999999959
2018-04-26 11:50:00,0.04799999999999959
2018-04-26 11:55:00,0.04799999999999959
2018-04-26 12:00:00,0.04799999999999959
2018-04-26 12:05:00,0.04799999999999959
2018-04-26 12:10:00,0.04799999999999959
2018-04-26 12:15:00,0.04799999999999959
2018-04-26 12:20:00,0.04799999999999959
2018-04-26 12:25:00,0.04799999999999959
2018-04-26 12:30:00,0.04799999999999959
2018-04-26 12:35:00,0.04799999999999959
2018-04-26 12:40:00,0.04799999999999959
2018-04-26 12:45:00,0.04799999999999959
2018-04-26 12:50:00,0.04799999999999959
2018-04-26 12:55:00,0.0479999999999756
2018-04-26 13:00:00,0.04799875213284248
2018-04-26 13:05:00,0.047916666666642585
2018-04-26 13:10:00,0.047833333333333374
2018-04-26 13:15:00,0.04774999999999981
2018-04-26 13:20:00,0.04766666666666676
2018-04-26 13:25:00,0.047583333333333366
2018-04-26 13:30:00,0.04749999999999986
2018-04-26 13:35:00,0.047416666666666385
2018-04-26 13:40:00,0.04733333333333295
2018-04-26 13:45:00,0.04724999999999981
2018-04-26 13:50:00,0.04716666666666668
2018-04-26 13:55:00,0.047083333333357166
2018-04-26 14:00:00,0.04700124786715744
2018-04-26 14:05:00,0.04700000000002421
2018-04-26 14:10:00,0.04700000000000026
2018-04-26 14:15:00,0.047000000000000285
2018-04-26 14:20:00,0.047000000000000285
